CustomerID,LastPurchase,FirstPurchase,Frequency,Monetary,TotalItems,Recency,AvgOrderValue,PurchaseSpan
C11830,2023-01-24 10:00:00,2022-04-13 17:00:00,3,362.06,31,342,120.69,285
C11831,2023-07-28 14:00:00,2022-03-31 13:00:00,6,542.91,98,157,90.48,484
C11832,2023-10-18 19:00:00,2022-02-26 08:00:00,10,1925.42,337,75,192.54,599
C11833,2022-06-11 08:00:00,2022-03-11 14:00:00,3,330.6,59,569,110.2,91
C11834,2023-06-05 11:00:00,2022-03-19 12:00:00,5,804.87,116,210,160.97,442
C11835,2023-09-29 20:00:00,2022-01-10 09:00:00,6,225.23,56,94,37.54,627
C11836,2023-08-26 20:00:00,2022-03-17 17:00:00,3,70.56,15,128,23.52,527
C11837,2023-07-22 12:00:00,2022-03-21 09:00:00,11,1459.56,229,163,132.69,488
C11838,2023-01-02 10:00:00,2022-03-06 12:00:00,4,387.43,47,364,96.86,301
C11839,2022-06-10 08:00:00,2022-02-07 19:00:00,2,24.14,8,570,12.07,122
C11840,2022-01-08 11:00:00,2022-01-08 11:00:00,1,42.24,11,723,42.24,0
C11841,2023-12-27 18:00:00,2022-02-09 13:00:00,14,2636.37,393,5,188.31,686
C11842,2022-04-27 12:00:00,2022-04-27 12:00:00,1,71.64,12,614,71.64,0
C11843,2023-01-11 19:00:00,2022-03-14 13:00:00,3,179.58,34,355,59.86,303
C11844,2022-10-12 20:00:00,2022-01-12 09:00:00,2,359.37,64,446,179.68,273
C11845,2022-02-20 18:00:00,2022-02-20 08:00:00,1,190.3,29,680,190.3,0
C11846,2023-04-29 19:00:00,2022-04-02 09:00:00,10,2021.72,209,247,202.17,392
C11847,2023-09-29 18:00:00,2022-01-05 14:00:00,29,2101.21,323,94,72.46,632
C11848,2022-03-08 20:00:00,2022-03-08 10:00:00,1,72.76,16,664,72.76,0
C11849,2023-02-02 15:00:00,2022-01-10 12:00:00,7,392.45,101,333,56.06,388
C11852,2023-10-23 20:00:00,2022-02-20 09:00:00,26,5686.5,692,70,218.71,610
C11854,2023-11-30 19:00:00,2022-01-14 08:00:00,10,1065.08,200,32,106.51,685
C11855,2023-09-22 18:00:00,2022-04-23 17:00:00,6,432.7,70,101,72.12,517
C11856,2023-08-31 13:00:00,2023-01-29 10:00:00,3,122.4,25,123,40.8,214
C11857,2022-02-26 17:00:00,2022-02-26 11:00:00,1,36.41,21,674,36.41,0
C11858,2023-11-24 08:00:00,2022-01-06 09:00:00,25,2552.56,377,38,102.1,686
C11859,2023-10-03 13:00:00,2022-01-17 16:00:00,16,2300.27,346,90,143.77,623
C11860,2022-03-24 17:00:00,2022-03-24 17:00:00,1,29.89,7,648,29.89,0
C11861,2023-08-19 20:00:00,2022-05-22 19:00:00,5,972.95,144,135,194.59,454
C11862,2023-02-25 20:00:00,2022-05-01 11:00:00,4,232.52,52,310,58.13,300
C11863,2023-12-15 20:00:00,2022-01-08 11:00:00,34,5060.82,893,17,148.85,706
C11864,2023-07-02 16:00:00,2022-01-03 20:00:00,13,1513.09,219,183,116.39,544
C11865,2023-09-28 12:00:00,2022-05-14 08:00:00,9,1280.64,181,95,142.29,502
C11866,2022-04-12 20:00:00,2022-04-12 09:00:00,1,178.11,44,629,178.11,0
C11867,2023-07-24 16:00:00,2022-01-07 11:00:00,10,1235.98,167,161,123.6,563
C11868,2023-12-09 12:00:00,2022-04-27 10:00:00,9,1698.74,178,23,188.75,591
C11869,2022-02-22 11:00:00,2022-02-22 11:00:00,1,11.4,4,678,11.4,0
C11870,2023-12-28 11:00:00,2022-01-03 08:00:00,32,3240.77,598,4,101.27,724
C11872,2023-08-04 19:00:00,2022-01-13 08:00:00,4,641.16,83,150,160.29,568
C11873,2022-06-06 20:00:00,2022-06-06 10:00:00,1,85.16,34,574,85.16,0
C11874,2023-04-10 20:00:00,2022-05-03 12:00:00,8,473.02,101,266,59.13,342
C11875,2023-11-21 17:00:00,2022-05-03 08:00:00,19,2293.01,384,41,120.68,567
C11876,2023-09-15 12:00:00,2023-09-15 10:00:00,1,51.09,15,108,51.09,0
C11877,2022-02-09 19:00:00,2022-02-09 09:00:00,1,143.7,35,691,143.7,0
C11878,2022-08-13 13:00:00,2022-06-03 12:00:00,2,109.14,17,506,54.57,71
C11879,2023-11-09 18:00:00,2022-01-15 08:00:00,33,4191.04,621,53,127.0,663
C11880,2023-02-13 16:00:00,2022-04-02 14:00:00,5,389.76,51,322,77.95,317
C11881,2022-09-02 18:00:00,2022-02-14 17:00:00,2,210.51,29,486,105.26,200
C11882,2022-08-18 12:00:00,2022-08-18 12:00:00,1,49.68,9,501,49.68,0
C11883,2023-05-09 14:00:00,2022-10-03 09:00:00,2,198.76,54,237,99.38,218
C11884,2022-01-09 10:00:00,2022-01-09 10:00:00,1,1.72,1,722,1.72,0
C11885,2023-06-12 08:00:00,2022-02-07 14:00:00,3,49.11,21,203,16.37,489
C11886,2023-10-15 19:00:00,2022-03-02 09:00:00,18,3389.66,367,78,188.31,592
C11887,2023-10-13 15:00:00,2022-06-07 10:00:00,11,596.0,106,80,54.18,493
C11888,2023-10-28 09:00:00,2022-01-10 18:00:00,15,914.97,110,65,61.0,655
C11889,2023-08-04 18:00:00,2022-03-03 09:00:00,14,1242.98,179,150,88.78,519
C11890,2023-12-19 20:00:00,2022-01-13 09:00:00,16,1313.29,250,13,82.08,705
C11891,2023-09-13 16:00:00,2022-01-26 08:00:00,22,4683.47,665,110,212.89,595
C11892,2023-09-25 17:00:00,2022-06-13 15:00:00,4,208.76,48,98,52.19,469
C11893,2023-10-23 14:00:00,2022-01-06 10:00:00,26,3593.31,543,70,138.2,655
C11894,2022-05-24 18:00:00,2022-05-24 13:00:00,1,62.6,16,587,62.6,0
C11895,2022-04-11 14:00:00,2022-04-11 14:00:00,1,20.88,9,630,20.88,0
C11896,2023-10-30 09:00:00,2022-01-19 11:00:00,42,6526.77,1070,63,155.4,648
C11898,2023-09-09 20:00:00,2022-01-08 15:00:00,3,463.47,88,114,154.49,609
C11899,2022-11-05 20:00:00,2022-01-14 17:00:00,5,520.97,101,422,104.19,295
C11900,2023-12-18 16:00:00,2022-01-05 10:00:00,17,1257.68,224,14,73.98,712
C11901,2023-09-07 20:00:00,2022-09-21 09:00:00,4,588.22,76,116,147.06,351
C11902,2023-05-25 13:00:00,2022-01-19 11:00:00,3,232.0,68,221,77.33,491
C11903,2023-03-15 20:00:00,2022-01-28 09:00:00,2,692.05,76,292,346.02,411
C11904,2023-11-26 13:00:00,2022-01-18 14:00:00,34,1771.76,274,36,52.11,676
C11905,2023-12-03 19:00:00,2022-01-08 09:00:00,37,4836.17,687,29,130.71,694
C11906,2023-11-09 16:00:00,2023-02-18 10:00:00,4,575.0,83,53,143.75,264
C11907,2023-07-23 17:00:00,2022-01-07 09:00:00,12,2015.97,309,162,168.0,562
C11908,2023-12-30 20:00:00,2022-02-12 10:00:00,12,1685.55,192,2,140.46,686
C11909,2023-10-05 18:00:00,2022-10-13 09:00:00,4,368.99,85,88,92.25,357
C11912,2023-06-10 17:00:00,2022-01-11 10:00:00,9,1276.1,228,205,141.79,515
C11913,2022-01-08 18:00:00,2022-01-08 11:00:00,1,165.36,32,723,165.36,0
C11914,2023-05-22 19:00:00,2022-02-23 09:00:00,7,1181.58,124,224,168.8,453
C11915,2023-12-03 19:00:00,2022-09-20 14:00:00,4,577.64,80,29,144.41,439
C11916,2023-03-17 14:00:00,2022-01-31 11:00:00,4,499.39,119,290,124.85,410
C11917,2022-06-01 18:00:00,2022-06-01 08:00:00,1,135.44,24,579,135.44,0
C11918,2022-03-02 15:00:00,2022-03-02 15:00:00,1,18.64,8,670,18.64,0
C11919,2023-08-29 10:00:00,2023-08-29 08:00:00,1,47.98,14,125,47.98,0
C11920,2023-11-09 15:00:00,2022-06-27 11:00:00,9,658.26,147,53,73.14,500
C11921,2022-08-18 13:00:00,2022-07-16 09:00:00,2,115.18,13,501,57.59,33
C11922,2023-08-24 10:00:00,2022-02-17 08:00:00,13,1365.94,260,130,105.07,553
C11923,2022-05-07 17:00:00,2022-05-07 10:00:00,1,261.52,39,604,261.52,0
C11924,2023-05-14 15:00:00,2022-03-10 09:00:00,5,648.88,128,232,129.78,430
C11925,2023-02-22 13:00:00,2022-02-21 12:00:00,8,413.37,66,313,51.67,366
C11926,2023-07-21 16:00:00,2022-12-23 13:00:00,3,143.21,50,164,47.74,210
C11927,2023-06-15 15:00:00,2022-09-04 08:00:00,3,523.48,95,200,174.49,284
C11928,2023-12-23 17:00:00,2022-05-13 08:00:00,18,1373.59,258,9,76.31,589
C11929,2023-05-02 20:00:00,2022-09-23 09:00:00,3,493.32,99,244,164.44,221
C11930,2023-10-31 18:00:00,2022-04-21 17:00:00,10,408.3,80,62,40.83,558
C11931,2022-11-09 15:00:00,2022-01-27 14:00:00,3,42.01,15,418,14.0,286
C11932,2022-01-11 17:00:00,2022-01-11 17:00:00,1,5.8,4,720,5.8,0
C11933,2022-04-09 09:00:00,2022-04-09 09:00:00,1,44.45,5,632,44.45,0
C11934,2023-09-13 10:00:00,2023-01-13 18:00:00,2,43.99,13,110,21.99,242
C11935,2023-08-15 13:00:00,2023-02-04 11:00:00,5,402.08,62,139,80.42,192
C11936,2023-10-06 18:00:00,2022-01-29 15:00:00,35,4225.93,688,87,120.74,615
C11937,2023-05-14 20:00:00,2022-01-26 10:00:00,4,484.63,62,232,121.16,473
C11938,2023-02-06 16:00:00,2022-01-20 12:00:00,9,963.93,126,329,107.1,382
C11939,2023-11-26 17:00:00,2022-01-11 10:00:00,15,1588.95,284,36,105.93,684
C11940,2023-11-30 08:00:00,2022-02-05 13:00:00,7,390.34,101,32,55.76,662
C11941,2023-12-13 18:00:00,2022-01-02 09:00:00,20,3068.32,493,19,153.42,710
C11942,2022-11-30 12:00:00,2022-04-02 12:00:00,3,97.67,30,397,32.56,242
C11943,2023-12-12 19:00:00,2022-01-27 15:00:00,41,2338.11,406,20,57.03,684
C11944,2023-09-16 15:00:00,2022-07-12 14:00:00,3,109.62,20,107,36.54,431
C11945,2023-11-04 16:00:00,2022-03-16 09:00:00,6,719.98,143,58,120.0,598
C11946,2023-11-05 20:00:00,2022-01-04 11:00:00,21,1534.26,300,57,73.06,670
C11947,2023-08-10 19:00:00,2022-03-21 16:00:00,4,622.6,128,144,155.65,507
C11948,2023-12-04 08:00:00,2022-01-14 13:00:00,19,1865.37,360,28,98.18,688
C11949,2023-12-21 15:00:00,2022-07-20 09:00:00,16,2149.34,343,11,134.33,519
C11950,2023-06-19 12:00:00,2022-06-28 18:00:00,3,114.03,20,196,38.01,355
C11951,2023-10-10 18:00:00,2022-01-12 14:00:00,21,2271.93,379,83,108.19,636
C11952,2022-06-06 15:00:00,2022-06-06 08:00:00,1,148.83,21,574,148.83,0
C11953,2023-09-25 19:00:00,2022-01-28 08:00:00,19,3219.22,579,98,169.43,605
C11954,2023-11-28 09:00:00,2022-01-13 09:00:00,11,1873.05,281,34,170.28,684
C11955,2022-10-22 15:00:00,2022-01-09 13:00:00,3,427.81,63,436,142.6,286
C11956,2023-11-07 20:00:00,2022-04-20 09:00:00,14,1528.16,274,55,109.15,566
C11957,2023-12-26 19:00:00,2022-01-01 10:00:00,27,3581.88,588,6,132.66,724
C11958,2023-10-27 20:00:00,2022-05-05 12:00:00,6,714.45,93,66,119.08,540
C11959,2023-08-15 20:00:00,2022-03-01 11:00:00,9,520.18,120,139,57.8,532
C11960,2022-02-13 15:00:00,2022-02-13 15:00:00,1,5.19,3,687,5.19,0
C11961,2023-10-09 16:00:00,2022-01-16 16:00:00,13,1246.63,190,84,95.89,631
C11962,2022-06-05 15:00:00,2022-04-29 10:00:00,3,1190.76,45,575,396.92,37
C11963,2022-01-24 17:00:00,2022-01-24 08:00:00,1,870.12,22,707,870.12,0
C11964,2023-10-31 19:00:00,2022-02-06 12:00:00,9,1772.27,219,62,196.92,632
C11966,2023-11-05 20:00:00,2022-01-23 09:00:00,12,1271.64,264,57,105.97,651
C11967,2022-02-05 13:00:00,2022-02-05 08:00:00,1,33.47,9,695,33.47,0
C11968,2023-09-01 20:00:00,2022-03-15 12:00:00,15,1821.32,302,122,121.42,535
C11969,2023-08-17 19:00:00,2022-07-04 11:00:00,3,53.92,18,137,17.97,409
C11970,2023-07-12 20:00:00,2022-06-22 08:00:00,8,2000.6,174,173,250.08,385
C11971,2023-10-20 19:00:00,2022-02-17 13:00:00,11,1461.15,213,73,132.83,610
C11972,2023-06-03 18:00:00,2022-05-01 09:00:00,2,348.93,20,212,174.46,398
C11973,2022-12-16 17:00:00,2022-02-14 13:00:00,2,259.22,25,381,129.61,305
C11974,2023-09-22 19:00:00,2022-03-01 12:00:00,18,3632.59,408,101,201.81,570
C11975,2023-02-13 10:00:00,2022-01-03 11:00:00,6,147.99,38,322,24.67,405
C11976,2023-05-03 15:00:00,2022-04-23 14:00:00,4,670.97,65,243,167.74,375
C11977,2023-09-13 08:00:00,2022-02-20 11:00:00,5,265.44,49,110,53.09,569
C11978,2022-02-27 17:00:00,2022-02-27 08:00:00,1,149.66,20,673,149.66,0
C11979,2022-06-15 20:00:00,2022-06-15 20:00:00,1,13.17,3,565,13.17,0
C11980,2022-04-12 09:00:00,2022-04-12 09:00:00,1,14.88,4,629,14.88,0
C11981,2023-09-17 18:00:00,2022-02-02 17:00:00,5,900.42,134,106,180.08,592
C11982,2023-10-15 10:00:00,2022-01-23 10:00:00,4,369.81,50,78,92.45,630
C11983,2023-12-27 14:00:00,2022-01-19 18:00:00,39,1634.12,328,5,41.9,706
C11984,2023-09-15 20:00:00,2022-09-16 19:00:00,6,411.01,54,108,68.5,364
C11985,2023-09-30 08:00:00,2022-08-07 09:00:00,5,521.84,92,93,104.37,418
C11986,2023-11-08 17:00:00,2022-01-22 08:00:00,17,2402.71,395,54,141.34,655
C11987,2023-11-18 16:00:00,2022-02-28 11:00:00,17,2800.63,496,44,164.74,628
C11988,2022-01-15 20:00:00,2022-01-15 17:00:00,1,36.33,19,716,36.33,0
C11989,2022-05-16 20:00:00,2022-05-01 12:00:00,2,147.65,34,595,73.82,15
C11990,2023-10-16 09:00:00,2022-05-13 09:00:00,9,506.61,109,77,56.29,521
C11991,2023-10-13 17:00:00,2022-01-03 15:00:00,10,1421.49,231,80,142.15,648
C11992,2023-11-05 15:00:00,2022-01-10 11:00:00,7,1672.41,196,57,238.92,664
C11993,2023-11-25 17:00:00,2022-01-24 08:00:00,12,1592.33,262,37,132.69,670
C11994,2023-03-22 16:00:00,2022-04-25 18:00:00,3,373.13,63,285,124.38,330
C11995,2023-07-14 11:00:00,2022-01-18 14:00:00,25,1446.57,257,171,57.86,541
C11996,2022-11-15 20:00:00,2022-01-11 15:00:00,2,70.16,11,412,35.08,308
C11997,2023-12-26 20:00:00,2022-04-08 08:00:00,14,1889.36,318,6,134.95,627
C11998,2022-02-27 20:00:00,2022-02-27 08:00:00,1,100.77,25,673,100.77,0
C11999,2022-01-25 15:00:00,2022-01-25 15:00:00,1,81.87,20,706,81.87,0
C12000,2023-08-27 13:00:00,2022-02-08 16:00:00,4,465.89,58,127,116.47,564
C12001,2022-07-23 18:00:00,2022-01-25 11:00:00,2,311.81,49,527,155.9,179
C12002,2023-10-13 13:00:00,2022-01-01 13:00:00,10,1358.55,257,80,135.85,650
C12003,2022-01-17 13:00:00,2022-01-17 10:00:00,1,6.24,2,714,6.24,0
C12004,2023-11-13 13:00:00,2022-01-26 20:00:00,8,697.6,92,49,87.2,655
C12006,2022-10-29 11:00:00,2022-03-31 08:00:00,2,55.52,14,429,27.76,212
C12007,2023-09-20 20:00:00,2022-06-24 11:00:00,6,382.78,54,103,63.8,453
C12008,2023-10-16 18:00:00,2022-01-08 09:00:00,24,3067.52,375,77,127.81,646
C12009,2023-07-31 19:00:00,2022-02-18 12:00:00,3,425.81,94,154,141.94,528
C12010,2023-08-04 15:00:00,2022-05-02 11:00:00,3,1103.92,34,150,367.97,459
C12011,2023-10-12 13:00:00,2022-04-28 10:00:00,14,1901.38,363,81,135.81,532
C12012,2023-06-29 18:00:00,2022-10-09 08:00:00,4,214.22,38,186,53.56,263
C12013,2023-10-18 20:00:00,2022-03-24 09:00:00,9,1485.61,270,75,165.07,573
C12014,2023-05-23 20:00:00,2022-01-13 08:00:00,3,221.63,43,223,73.88,495
C12015,2023-11-10 20:00:00,2022-03-23 10:00:00,14,1508.25,214,52,107.73,597
C12016,2022-05-22 09:00:00,2022-05-22 09:00:00,1,74.76,6,589,74.76,0
C12017,2023-10-28 20:00:00,2022-04-27 09:00:00,10,1496.46,276,65,149.65,549
C12018,2023-10-18 19:00:00,2022-01-10 11:00:00,9,465.82,89,75,51.76,646
C12019,2023-11-26 17:00:00,2022-01-09 10:00:00,33,2347.32,368,36,71.13,686
C12020,2023-12-06 20:00:00,2022-02-04 08:00:00,19,4265.98,586,26,224.53,670
C12021,2023-08-24 20:00:00,2023-01-21 08:00:00,2,315.15,53,130,157.57,215
C12022,2023-08-23 20:00:00,2022-01-21 08:00:00,8,1774.96,147,131,221.87,579
C12024,2023-11-25 19:00:00,2022-01-04 10:00:00,45,6637.06,1029,37,147.49,690
C12025,2023-05-31 20:00:00,2022-01-03 11:00:00,8,1023.57,221,215,127.95,513
C12026,2023-10-11 19:00:00,2022-02-12 12:00:00,14,859.82,201,82,61.42,606
C12027,2023-10-11 17:00:00,2022-01-23 09:00:00,30,1952.1,271,82,65.07,626
C12028,2023-10-26 16:00:00,2022-01-09 11:00:00,31,1643.96,307,67,53.03,655
C12029,2023-09-13 16:00:00,2022-01-24 09:00:00,10,1321.78,156,110,132.18,597
C12030,2023-12-31 20:00:00,2022-03-15 12:00:00,6,540.06,112,1,90.01,656
C12031,2023-09-22 19:00:00,2023-01-18 09:00:00,3,587.18,101,101,195.73,247
C12032,2023-05-21 14:00:00,2022-02-20 13:00:00,3,590.39,50,225,196.8,455
C12033,2023-06-29 19:00:00,2023-05-10 08:00:00,2,373.53,52,186,186.76,50
C12034,2023-12-30 18:00:00,2022-01-10 09:00:00,35,2929.8,454,2,83.71,719
C12035,2023-11-11 12:00:00,2022-03-05 09:00:00,7,311.87,84,51,44.55,616
C12036,2022-01-08 17:00:00,2022-01-08 11:00:00,1,173.12,25,723,173.12,0
C12037,2023-09-22 09:00:00,2022-02-02 10:00:00,6,480.17,103,101,80.03,596
C12038,2023-09-20 19:00:00,2022-05-26 09:00:00,4,463.51,90,103,115.88,482
C12039,2023-09-12 19:00:00,2022-05-25 08:00:00,10,760.47,146,111,76.05,475
C12040,2023-08-24 19:00:00,2022-02-19 11:00:00,3,307.89,45,130,102.63,551
C12041,2023-05-28 13:00:00,2023-01-03 15:00:00,2,173.99,37,218,86.99,144
C12042,2022-05-28 18:00:00,2022-01-03 18:00:00,5,170.84,49,583,34.17,145
C12044,2023-10-05 12:00:00,2022-01-24 09:00:00,11,884.91,148,88,80.45,619
C12045,2023-12-23 15:00:00,2022-01-03 11:00:00,32,3986.03,681,9,124.56,719
C12046,2023-09-29 16:00:00,2022-10-29 08:00:00,4,473.92,64,94,118.48,335
C12048,2023-10-20 17:00:00,2022-01-20 17:00:00,50,5737.57,753,73,114.75,638
C12049,2023-10-13 19:00:00,2022-02-06 12:00:00,11,1606.5,259,80,146.05,614
C12050,2023-11-10 12:00:00,2022-01-22 13:00:00,27,2658.56,493,52,98.47,656
C12051,2023-08-12 13:00:00,2022-01-10 16:00:00,11,1128.97,218,142,102.63,578
C12053,2023-07-14 15:00:00,2022-03-13 14:00:00,5,478.83,78,171,95.77,488
C12054,2023-07-05 16:00:00,2022-04-01 08:00:00,5,672.61,78,180,134.52,460
C12055,2023-01-29 18:00:00,2022-10-07 14:00:00,2,259.17,48,337,129.58,114
C12056,2023-09-23 20:00:00,2022-02-20 08:00:00,24,4019.45,556,100,167.48,580
C12057,2023-06-18 20:00:00,2022-01-27 11:00:00,8,1372.63,211,197,171.58,507
C12058,2023-09-21 20:00:00,2022-01-15 15:00:00,8,852.53,167,102,106.57,614
C12060,2022-01-30 18:00:00,2022-01-30 09:00:00,1,275.35,44,701,275.35,0
C12061,2023-12-07 16:00:00,2022-01-01 15:00:00,25,1346.15,235,25,53.85,705
C12063,2023-09-07 17:00:00,2022-03-18 20:00:00,3,42.03,16,116,14.01,537
C12064,2023-06-25 14:00:00,2022-10-01 08:00:00,3,710.61,77,190,236.87,267
C12065,2023-08-23 18:00:00,2022-01-13 13:00:00,8,1090.42,141,131,136.3,587
C12066,2023-11-03 17:00:00,2022-01-30 17:00:00,12,754.57,171,59,62.88,642
C12067,2023-10-16 18:00:00,2022-03-04 09:00:00,12,1462.77,204,77,121.9,591
C12068,2023-11-08 20:00:00,2022-01-20 10:00:00,23,2386.44,363,54,103.76,657
C12069,2023-06-04 14:00:00,2022-01-10 18:00:00,11,1353.87,173,211,123.08,509
C12070,2023-10-29 20:00:00,2022-01-14 13:00:00,13,2074.54,314,64,159.58,653
C12071,2023-12-13 17:00:00,2022-01-13 10:00:00,13,1174.78,243,19,90.37,699
C12072,2022-07-05 19:00:00,2022-07-05 09:00:00,1,229.81,42,545,229.81,0
C12073,2023-11-25 17:00:00,2022-02-01 14:00:00,16,1287.52,263,37,80.47,662
C12074,2023-10-17 11:00:00,2022-01-08 08:00:00,29,3269.7,532,76,112.75,647
C12077,2023-06-26 10:00:00,2023-05-30 18:00:00,2,173.42,17,189,86.71,26
C12079,2023-03-04 19:00:00,2022-02-12 08:00:00,4,411.87,41,303,102.97,385
C12081,2023-12-31 20:00:00,2022-01-13 20:00:00,42,4604.23,834,1,109.62,717
C12082,2023-11-27 12:00:00,2022-02-01 12:00:00,7,435.62,92,35,62.23,664
C12083,2023-07-12 18:00:00,2023-05-20 09:00:00,2,414.7,45,173,207.35,53
C12084,2023-09-10 20:00:00,2022-04-15 08:00:00,11,2338.57,313,113,212.6,513
C12085,2023-11-13 12:00:00,2022-01-23 10:00:00,10,1169.21,254,49,116.92,659
C12086,2023-04-24 08:00:00,2022-05-24 11:00:00,2,54.63,13,252,27.32,334
C12087,2022-11-06 17:00:00,2022-10-17 18:00:00,2,91.9,34,421,45.95,19
C12088,2023-06-29 18:00:00,2022-08-21 12:00:00,5,775.34,91,186,155.07,312
C12089,2023-12-15 10:00:00,2022-01-06 09:00:00,31,3237.78,336,17,104.44,708
C12091,2023-09-23 11:00:00,2022-04-13 15:00:00,4,272.09,37,100,68.02,527
C12092,2023-06-30 18:00:00,2022-04-13 08:00:00,8,777.64,94,185,97.21,443
C12093,2023-05-27 16:00:00,2022-07-01 10:00:00,4,974.91,128,219,243.73,330
C12094,2023-07-18 20:00:00,2022-01-07 08:00:00,15,1317.54,130,167,87.84,557
C12095,2023-10-23 20:00:00,2022-05-10 10:00:00,9,1401.18,239,70,155.69,531
C12096,2022-01-15 20:00:00,2022-01-15 08:00:00,1,181.58,39,716,181.58,0
C12097,2023-04-09 13:00:00,2022-01-18 08:00:00,8,1709.82,295,267,213.73,446
C12098,2023-09-09 16:00:00,2022-09-22 08:00:00,5,297.22,60,114,59.44,352
C12099,2022-01-06 20:00:00,2022-01-06 20:00:00,1,3.97,1,725,3.97,0
C12100,2023-09-01 15:00:00,2022-01-06 10:00:00,3,397.86,66,122,132.62,603
C12101,2023-10-19 18:00:00,2022-02-09 09:00:00,12,1555.42,269,74,129.62,617
C12102,2023-11-15 17:00:00,2022-01-08 12:00:00,32,2684.83,486,47,83.9,676
C12103,2023-10-17 10:00:00,2022-01-02 14:00:00,32,3026.06,493,76,94.56,652
C12104,2023-09-26 10:00:00,2022-03-18 10:00:00,4,279.7,43,97,69.93,557
C12105,2023-12-02 18:00:00,2022-01-23 14:00:00,14,917.22,205,30,65.52,678
C12106,2023-10-30 20:00:00,2022-02-17 08:00:00,15,1592.38,267,63,106.16,620
C12107,2022-05-08 08:00:00,2022-05-08 08:00:00,1,11.98,2,603,11.98,0
C12108,2023-04-12 15:00:00,2022-03-17 12:00:00,4,184.65,66,264,46.16,391
C12109,2023-10-08 17:00:00,2022-01-18 09:00:00,15,1248.98,241,85,83.27,628
C12110,2023-07-18 19:00:00,2022-04-29 19:00:00,6,769.82,122,167,128.3,445
C12111,2023-08-28 18:00:00,2022-01-26 10:00:00,3,195.49,51,126,65.16,579
C12112,2023-10-22 16:00:00,2022-01-04 10:00:00,30,4637.05,819,71,154.57,656
C12113,2023-12-29 20:00:00,2022-01-20 10:00:00,9,422.82,66,3,46.98,708
C12114,2022-01-06 19:00:00,2022-01-06 08:00:00,1,122.78,26,725,122.78,0
C12115,2023-07-09 15:00:00,2022-01-30 11:00:00,7,672.94,139,176,96.13,525
C12116,2022-06-13 18:00:00,2022-06-13 10:00:00,1,226.42,36,567,226.42,0
C12117,2023-10-24 19:00:00,2022-11-03 16:00:00,9,706.79,156,69,78.53,355
C12118,2023-11-11 11:00:00,2022-02-03 15:00:00,18,573.3,128,51,31.85,645
C12119,2023-04-30 14:00:00,2022-04-27 08:00:00,5,330.69,63,246,66.14,368
C12120,2023-09-03 19:00:00,2022-02-04 18:00:00,13,1060.19,172,120,81.55,576
C12121,2023-11-14 14:00:00,2022-01-11 17:00:00,10,737.23,128,48,73.72,671
C12122,2023-11-03 20:00:00,2022-01-30 12:00:00,19,1847.38,339,59,97.23,642
C12123,2022-02-21 14:00:00,2022-02-21 13:00:00,1,20.26,7,679,20.26,0
C12124,2022-01-02 17:00:00,2022-01-02 17:00:00,1,26.51,19,729,26.51,0
C12125,2023-07-10 20:00:00,2022-08-08 10:00:00,5,514.28,76,175,102.86,336
C12126,2022-03-28 20:00:00,2022-03-28 13:00:00,1,135.46,11,644,135.46,0
C12127,2023-11-01 12:00:00,2022-04-02 09:00:00,7,552.08,133,61,78.87,578
C12128,2022-06-08 20:00:00,2022-06-08 14:00:00,1,51.8,12,572,51.8,0
C12129,2023-09-28 19:00:00,2022-07-10 13:00:00,6,899.96,156,95,149.99,445
C12131,2022-01-27 13:00:00,2022-01-27 13:00:00,1,8.69,1,704,8.69,0
C12132,2023-04-22 12:00:00,2022-06-26 11:00:00,2,157.2,23,254,78.6,300
C12133,2022-02-04 15:00:00,2022-02-04 15:00:00,1,33.77,11,696,33.77,0
C12134,2023-06-10 11:00:00,2022-09-12 15:00:00,2,48.96,11,205,24.48,270
C12135,2023-08-10 19:00:00,2022-02-15 12:00:00,13,1332.77,249,144,102.52,541
C12136,2023-09-30 14:00:00,2022-03-08 13:00:00,12,786.05,81,93,65.5,571
C12137,2023-08-29 13:00:00,2022-04-23 10:00:00,4,292.25,55,125,73.06,493
C12138,2023-11-27 19:00:00,2022-06-19 18:00:00,13,1391.71,198,35,107.05,526
C12139,2023-04-22 10:00:00,2022-04-08 10:00:00,3,325.21,49,254,108.4,379
C12141,2023-11-09 20:00:00,2022-01-11 12:00:00,8,699.15,164,53,87.39,667
C12142,2023-07-07 17:00:00,2022-06-09 09:00:00,2,334.75,56,178,167.38,393
C12145,2022-05-24 17:00:00,2022-02-14 11:00:00,2,187.19,34,587,93.6,99
C12146,2023-07-15 18:00:00,2022-03-30 11:00:00,3,424.42,70,170,141.47,472
C12147,2022-01-17 16:00:00,2022-01-17 12:00:00,1,82.35,18,714,82.35,0
C12148,2023-06-15 18:00:00,2022-03-10 13:00:00,4,373.35,42,200,93.34,462
C12149,2023-11-01 13:00:00,2022-01-01 10:00:00,9,1060.59,210,61,117.84,669
C12150,2023-09-30 19:00:00,2022-01-25 08:00:00,4,781.06,131,93,195.26,613
C12151,2023-09-17 08:00:00,2022-04-07 14:00:00,6,494.38,67,106,82.4,527
C12152,2023-12-27 14:00:00,2022-01-16 09:00:00,13,696.73,137,5,53.59,710
C12153,2023-09-12 18:00:00,2022-04-03 11:00:00,4,236.64,50,111,59.16,527
