CustomerID,Frequency,Monetary,AvgOrderValue,PurchaseSpan,TotalItems,DaysSinceFirst,PurchaseRate,churned,Country_France,Country_Germany,Country_Netherlands,Country_Other,Country_United Kingdom,churn_probability,risk_level
C11779,8,620.41,77.55,417,116,708,0.3385,1,False,False,False,False,True,1.0,High
C11780,2,136.05,68.03,43,28,182,0.3279,1,False,False,False,True,False,0.9985,High
C11781,8,863.55,107.94,617,160,726,0.3301,1,False,False,False,False,True,0.9989,High
C11782,5,793.78,158.76,601,142,726,0.2063,1,False,False,False,False,True,0.9997,High
C11784,3,602.39,200.8,337,65,676,0.1329,1,False,False,False,False,True,1.0,High
C11786,6,262.69,43.78,389,56,509,0.3529,1,False,False,False,False,True,0.9754,High
C11787,8,550.95,68.87,647,88,698,0.3433,0,False,False,False,False,True,0.0002,Low
C11788,7,368.21,52.6,677,60,724,0.2897,0,False,False,False,False,True,0.0005,Low
C11789,10,569.34,56.93,578,97,689,0.4348,1,False,False,False,False,True,0.9953,High
C11790,33,2994.67,90.75,701,504,712,1.3885,0,False,False,False,True,False,0.0002,Low
C11791,6,712.6,118.77,542,142,678,0.2651,1,False,False,False,False,True,0.9984,High
C11792,8,512.49,64.06,575,97,712,0.3366,1,False,False,False,True,False,0.9989,High
C11794,2,165.44,82.72,124,38,220,0.2715,1,True,False,False,False,False,0.9989,High
C11795,8,1143.83,142.98,556,175,700,0.3424,1,False,False,False,False,True,0.9989,High
C11796,3,22.5,7.5,13,6,469,0.1915,1,False,False,False,False,True,0.9998,High
C11797,40,7409.51,185.24,696,1313,721,1.662,0,False,False,False,False,True,0.0002,Low
C11798,10,437.07,43.71,631,111,695,0.431,0,False,False,False,False,True,0.0024,Low
C11799,3,199.28,66.43,488,59,677,0.1327,1,False,False,False,True,False,0.9999,High
C11800,9,1066.95,118.55,663,208,683,0.3947,0,True,False,False,False,False,0.0001,Low
C11801,10,1535.48,153.55,550,165,597,0.5017,0,False,False,False,False,True,0.0227,Low
C11802,1,86.9,86.9,0,10,614,0.0488,1,False,False,True,False,False,1.0,High
C11803,1,31.32,31.32,0,6,671,0.0446,1,False,False,False,False,True,1.0,High
C11804,6,944.34,157.39,530,103,704,0.2553,1,False,False,False,False,True,0.9997,High
C11805,4,328.59,82.15,285,63,586,0.2044,1,False,False,False,False,True,0.9999,High
C11806,1,163.84,163.84,0,27,681,0.044,1,False,False,True,False,False,1.0,High
C11807,13,1001.28,77.02,570,177,661,0.5891,1,False,False,False,False,True,0.9015,High
C11808,9,1554.81,172.76,676,218,676,0.3988,0,False,False,False,False,True,0.0002,Low
C11809,35,5532.52,158.07,652,802,718,1.4604,0,True,False,False,False,False,0.0001,Low
C11810,11,1244.97,113.18,657,235,716,0.4603,0,False,False,False,False,True,0.0002,Low
C11811,3,255.82,85.27,314,51,609,0.1475,1,False,False,False,False,True,1.0,High
C11812,6,538.79,89.8,333,126,472,0.3805,1,False,False,False,False,True,0.9874,High
C11813,1,188.14,188.14,0,48,713,0.042,1,False,False,False,False,True,1.0,High
C11815,2,377.35,188.68,245,60,586,0.1022,1,False,False,False,False,True,1.0,High
C11817,1,198.16,198.16,0,38,651,0.046,1,False,False,False,False,True,1.0,High
C11818,27,1473.26,54.57,608,325,644,1.2558,0,False,False,False,False,True,0.001,Low
C11819,5,231.92,46.38,493,42,659,0.2273,1,False,False,False,False,True,0.9968,High
C11820,30,2103.76,70.13,663,419,669,1.3433,0,False,False,False,False,True,0.0001,Low
C11821,8,367.13,45.89,562,77,701,0.3419,1,False,False,True,False,False,0.9975,High
C11822,9,443.26,49.25,474,75,695,0.3879,1,False,False,True,False,False,0.9997,High
C11823,2,149.19,74.6,0,38,580,0.1033,1,False,True,False,False,False,1.0,High
C11825,14,723.06,51.65,672,166,715,0.5866,0,False,False,False,False,True,0.0002,Low
C11826,13,554.9,42.68,655,124,721,0.5402,0,False,False,True,False,False,0.0003,Low
C11827,1,179.46,179.46,0,9,715,0.0419,1,False,False,False,False,True,1.0,High
C11828,10,1350.23,135.02,373,176,523,0.5725,1,False,False,False,False,True,0.9843,High
C11829,1,179.53,179.53,0,24,643,0.0466,1,False,False,False,False,True,1.0,High
C11830,3,362.06,120.69,285,31,627,0.1433,1,False,False,False,False,True,1.0,High
C11831,6,542.91,90.48,484,98,640,0.2808,1,True,False,False,False,False,0.9973,High
C11832,10,1925.42,192.54,599,337,673,0.4451,0,False,False,False,False,True,0.0053,Low
C11833,3,330.6,110.2,91,59,660,0.1362,1,False,False,False,False,True,1.0,High
C11834,5,804.87,160.97,442,116,652,0.2297,1,False,False,False,False,True,0.9994,High
C11835,6,225.23,37.54,627,56,720,0.2497,1,False,False,False,False,True,0.973,High
C11836,3,70.56,23.52,527,15,654,0.1374,1,False,False,False,False,True,0.999,High
C11837,11,1459.56,132.69,488,229,650,0.5069,1,False,False,False,True,False,0.9948,High
C11838,4,387.43,96.86,301,47,665,0.1802,1,False,False,False,False,True,0.9999,High
C11839,2,24.14,12.07,122,8,692,0.0866,1,False,False,False,True,False,1.0,High
C11840,1,42.24,42.24,0,11,722,0.0415,1,False,False,False,False,True,1.0,High
C11841,14,2636.37,188.31,686,393,690,0.6078,0,False,False,False,False,True,0.0001,Low
C11842,1,71.64,71.64,0,12,613,0.0489,1,False,False,False,False,True,1.0,High
C11843,3,179.58,59.86,303,34,657,0.1368,1,False,False,False,False,True,1.0,High
C11844,2,359.37,179.68,273,64,718,0.0834,1,False,False,False,False,True,1.0,High
C11845,1,190.3,190.3,0,29,679,0.0441,1,False,False,False,False,True,1.0,High
C11846,10,2021.72,202.17,392,209,638,0.4695,1,False,False,False,True,False,0.9998,High
C11847,29,2101.21,72.46,632,323,725,1.1983,1,False,False,False,False,True,0.9921,High
C11848,1,72.76,72.76,0,16,663,0.0452,1,False,False,False,False,True,1.0,High
C11849,7,392.45,56.06,388,101,720,0.2913,1,False,False,False,False,True,1.0,High
C11852,26,5686.5,218.71,610,692,679,1.1471,0,False,False,False,True,False,0.0033,Low
C11854,10,1065.08,106.51,685,200,716,0.4184,0,False,False,False,False,True,0.0003,Low
C11855,6,432.7,72.12,517,70,617,0.2913,1,False,True,False,False,False,0.9364,High
C11856,3,122.4,40.8,214,25,336,0.2671,1,False,False,True,False,False,0.9985,High
C11857,1,36.41,36.41,0,21,673,0.0445,1,False,False,False,False,True,1.0,High
C11858,25,2552.56,102.1,686,377,724,1.0345,0,False,False,False,False,True,0.0002,Low
C11859,16,2300.27,143.77,623,346,713,0.6723,1,False,False,False,False,True,0.9477,High
C11860,1,29.89,29.89,0,7,647,0.0463,1,False,False,False,True,False,1.0,High
C11861,5,972.95,194.59,454,144,588,0.2547,1,False,False,False,False,True,0.9967,High
C11862,4,232.52,58.13,300,52,609,0.1967,1,False,False,False,False,True,0.9999,High
C11863,34,5060.82,148.85,706,893,722,1.4108,0,False,False,False,False,True,0.0001,Low
C11864,13,1513.09,116.39,544,219,727,0.5357,1,False,False,False,False,True,0.9996,High
C11865,9,1280.64,142.29,502,181,596,0.4523,1,False,False,False,False,True,0.8742,High
C11866,1,178.11,178.11,0,44,628,0.0477,1,False,False,False,False,True,1.0,High
C11867,10,1235.98,123.6,563,167,723,0.4144,1,False,True,False,False,False,0.9997,High
C11868,9,1698.74,188.75,591,178,613,0.4397,0,False,False,False,False,True,0.0061,Low
C11869,1,11.4,11.4,0,4,677,0.0442,1,False,True,False,False,False,1.0,High
C11870,32,3240.77,101.27,724,598,727,1.3187,0,False,False,False,False,True,0.0002,Low
C11872,4,641.16,160.29,568,83,717,0.1671,1,False,False,False,True,False,0.9998,High
C11873,1,85.16,85.16,0,34,573,0.0523,1,False,False,False,False,True,1.0,High
C11874,8,473.02,59.13,342,101,607,0.3947,1,False,False,False,False,True,0.9976,High
C11875,19,2293.01,120.68,567,384,607,0.9375,0,False,False,False,False,True,0.0034,Low
C11876,1,51.09,51.09,0,15,107,0.2778,1,False,False,False,False,True,0.9985,High
C11877,1,143.7,143.7,0,35,690,0.0434,1,False,False,False,False,True,1.0,High
C11878,2,109.14,54.57,71,17,576,0.104,1,False,False,False,False,True,1.0,High
C11879,33,4191.04,127.0,663,621,715,1.3827,0,False,False,False,False,True,0.0001,Low
C11880,5,389.76,77.95,317,51,638,0.2347,1,True,False,False,False,False,0.9999,High
C11881,2,210.51,105.26,200,29,685,0.0875,1,False,False,False,False,True,1.0,High
C11882,1,49.68,49.68,0,9,500,0.0599,1,False,False,False,True,False,0.9999,High
C11883,2,198.76,99.38,218,54,454,0.1319,1,False,False,False,False,True,0.9999,High
C11884,1,1.72,1.72,0,1,721,0.0416,1,False,False,False,False,True,1.0,High
C11885,3,49.11,16.37,489,21,692,0.1299,1,False,False,False,False,True,0.9999,High
C11886,18,3389.66,188.31,592,367,669,0.806,0,False,False,False,False,True,0.01,Low
C11887,11,596.0,54.18,493,106,572,0.5759,0,False,False,False,False,True,0.0222,Low
C11888,15,914.97,61.0,655,110,720,0.6241,0,False,False,False,False,True,0.0002,Low
C11889,14,1242.98,88.78,519,179,668,0.6278,1,False,True,False,False,False,0.9915,High
C11890,16,1313.29,82.08,705,250,717,0.6685,0,False,False,False,False,True,0.0002,Low
C11891,22,4683.47,212.89,595,665,704,0.9362,1,False,False,False,False,True,0.9927,High
C11892,4,208.76,52.19,469,48,566,0.2116,1,False,False,False,False,True,0.9986,High
C11893,26,3593.31,138.2,655,543,724,1.0759,0,False,False,False,False,True,0.0002,Low
C11894,1,62.6,62.6,0,16,586,0.0511,1,False,False,False,False,True,1.0,High
C11895,1,20.88,20.88,0,9,629,0.0476,1,False,False,False,True,False,1.0,High
C11896,42,6526.77,155.4,648,1070,711,1.7697,0,False,False,False,False,True,0.0001,Low
C11898,3,463.47,154.49,609,88,722,0.1245,1,False,False,False,False,True,0.9999,High
C11899,5,520.97,104.19,295,101,716,0.2092,1,False,False,False,True,False,1.0,High
C11900,17,1257.68,73.98,712,224,725,0.7025,0,False,False,False,False,True,0.0003,Low
C11901,4,588.22,147.06,351,76,466,0.257,1,False,False,False,False,True,0.9228,High
C11902,3,232.0,77.33,491,68,711,0.1264,1,False,False,False,False,True,1.0,High
C11903,2,692.05,346.02,411,76,702,0.0853,1,False,False,False,True,False,1.0,High
C11904,34,1771.76,52.11,676,274,712,1.4306,0,False,False,False,False,True,0.0002,Low
C11905,37,4836.17,130.71,694,687,722,1.5353,0,False,False,False,False,True,0.0002,Low
C11906,4,575.0,143.75,264,83,316,0.3785,0,False,False,False,False,True,0.0421,Low
C11907,12,2015.97,168.0,562,309,723,0.4972,1,False,False,False,False,True,0.9995,High
C11908,12,1685.55,140.46,686,192,687,0.5233,0,False,False,False,True,False,0.0001,Low
C11909,4,368.99,92.25,357,85,444,0.2697,0,False,False,False,False,True,0.0916,Low
C11912,9,1276.1,141.79,515,228,719,0.375,1,False,False,False,True,False,0.9999,High
C11913,1,165.36,165.36,0,32,722,0.0415,1,False,False,False,False,True,1.0,High
C11914,7,1181.58,168.8,453,124,676,0.3102,1,False,False,False,False,True,0.9998,High
C11915,4,577.64,144.41,439,80,467,0.2564,0,False,False,False,False,True,0.0297,Low
C11916,4,499.39,124.85,410,119,699,0.1714,1,False,False,False,False,True,1.0,High
C11917,1,135.44,135.44,0,24,578,0.0518,1,False,False,False,False,True,0.9999,High
C11918,1,18.64,18.64,0,8,669,0.0448,1,False,False,False,False,True,1.0,High
C11919,1,47.98,47.98,0,14,124,0.24,1,False,False,False,False,True,0.9987,High
C11920,9,658.26,73.14,500,147,552,0.4882,0,True,False,False,False,False,0.0064,Low
C11921,2,115.18,57.59,33,13,533,0.1124,1,False,False,False,False,True,1.0,High
C11922,13,1365.94,105.07,553,260,682,0.571,1,False,False,False,True,False,0.997,High
C11923,1,261.52,261.52,0,39,603,0.0497,1,False,False,False,True,False,0.9999,High
C11924,5,648.88,129.78,430,128,661,0.2266,1,False,False,False,True,False,0.9993,High
C11925,8,413.37,51.67,366,66,678,0.3535,1,False,False,False,False,True,0.9999,High
C11926,3,143.21,47.74,210,50,373,0.2406,1,False,False,False,False,True,0.9985,High
C11927,3,523.48,174.49,284,95,483,0.186,1,False,False,False,True,False,0.9995,High
C11928,18,1373.59,76.31,589,258,597,0.903,0,True,False,False,False,False,0.0029,Low
C11929,3,493.32,164.44,221,99,464,0.1935,1,False,False,False,False,True,0.9996,High
C11930,10,408.3,40.83,558,80,619,0.4839,0,False,False,False,False,True,0.0073,Low
C11931,3,42.01,14.0,286,15,703,0.1278,1,False,False,False,True,False,1.0,High
C11932,1,5.8,5.8,0,4,719,0.0417,1,False,True,False,False,False,1.0,High
C11933,1,44.45,44.45,0,5,631,0.0475,1,False,False,False,True,False,1.0,High
C11934,2,43.99,21.99,242,13,352,0.17,1,False,True,False,False,False,0.9998,High
C11935,5,402.08,80.42,192,62,330,0.4532,1,False,False,False,False,True,0.9779,High
C11936,35,4225.93,120.74,615,688,701,1.4957,0,False,False,False,True,False,0.0237,Low
C11937,4,484.63,121.16,473,62,704,0.1702,1,False,True,False,False,False,1.0,High
C11938,9,963.93,107.1,382,126,710,0.3797,1,False,False,False,True,False,1.0,High
C11939,15,1588.95,105.93,684,284,719,0.625,0,False,False,False,True,False,0.0002,Low
C11940,7,390.34,55.76,662,101,694,0.3022,0,True,False,False,False,False,0.0002,Low
C11941,20,3068.32,153.42,710,493,728,0.823,0,False,False,False,False,True,0.0002,Low
C11942,3,97.67,32.56,242,30,638,0.1408,1,True,False,False,False,False,1.0,High
C11943,41,2338.11,57.03,684,406,703,1.7472,0,False,False,False,False,True,0.0002,Low
C11944,3,109.62,36.54,431,20,537,0.1673,1,False,False,False,False,True,0.9948,High
C11945,6,719.98,120.0,598,143,655,0.2744,0,False,False,False,False,True,0.006,Low
C11946,21,1534.26,73.06,670,300,726,0.8666,0,False,False,False,False,True,0.0002,Low
C11947,4,622.6,155.65,507,128,650,0.1843,1,False,False,False,False,True,0.9977,High
C11948,19,1865.37,98.18,688,360,716,0.795,0,False,False,False,False,True,0.0002,Low
C11949,16,2149.34,134.33,519,343,529,0.9057,0,True,False,False,False,False,0.0014,Low
C11950,3,114.03,38.01,355,20,551,0.163,1,False,False,False,False,True,0.9998,High
C11951,21,2271.93,108.19,636,379,718,0.8762,0,False,False,False,False,True,0.0095,Low
C11952,1,148.83,148.83,0,21,573,0.0523,1,False,True,False,False,False,0.9999,High
C11953,19,3219.22,169.43,605,579,702,0.8108,1,False,False,False,False,True,0.9845,High
C11954,11,1873.05,170.28,684,281,717,0.4596,0,False,False,False,False,True,0.0002,Low
C11955,3,427.81,142.6,286,63,721,0.1247,1,False,False,False,False,True,1.0,High
C11956,14,1528.16,109.15,566,274,620,0.6763,0,False,False,False,False,True,0.0036,Low
C11957,27,3581.88,132.66,724,588,729,1.1096,0,False,False,False,False,True,0.0002,Low
C11958,6,714.45,119.08,540,93,605,0.297,0,False,False,False,False,True,0.0349,Low
C11959,9,520.18,57.8,532,120,670,0.4024,1,False,False,False,False,True,0.9943,High
C11960,1,5.19,5.19,0,3,686,0.0437,1,False,False,False,False,True,1.0,High
C11961,13,1246.63,95.89,631,190,714,0.5455,0,False,False,False,False,True,0.0222,Low
C11962,3,1190.76,396.92,37,45,611,0.1471,1,False,False,False,False,True,0.9999,High
C11963,1,870.12,870.12,0,22,706,0.0424,1,False,False,False,False,True,1.0,High
C11964,9,1772.27,196.92,632,219,693,0.389,0,False,False,False,False,True,0.0013,Low
C11966,12,1271.64,105.97,651,264,707,0.5085,0,False,False,False,False,True,0.0002,Low
C11967,1,33.47,33.47,0,9,694,0.0432,1,True,False,False,False,False,1.0,High
C11968,15,1821.32,121.42,535,302,656,0.6849,1,True,False,False,False,False,0.9901,High
C11969,3,53.92,17.97,409,18,545,0.1648,1,False,False,False,False,True,0.9995,High
C11970,8,2000.6,250.08,385,174,557,0.4301,1,False,False,False,False,True,0.9937,High
C11971,11,1461.15,132.83,610,213,682,0.4832,0,False,False,False,False,True,0.0028,Low
C11972,2,348.93,174.46,398,20,609,0.0984,1,False,True,False,False,False,0.9999,High
C11973,2,259.22,129.61,305,25,685,0.0875,1,False,True,False,False,False,1.0,High
C11974,18,3632.59,201.81,570,408,670,0.8048,1,False,False,False,True,False,0.9554,High
C11975,6,147.99,24.67,405,38,727,0.2473,1,False,False,False,False,True,1.0,High
C11976,4,670.97,167.74,375,65,617,0.1942,1,False,False,False,False,True,0.9999,High
C11977,5,265.44,53.09,569,49,679,0.2206,1,False,True,False,False,False,0.9895,High
C11978,1,149.66,149.66,0,20,672,0.0446,1,False,False,False,True,False,1.0,High
C11979,1,13.17,13.17,0,3,564,0.0531,1,False,False,False,False,True,1.0,High
C11980,1,14.88,14.88,0,4,628,0.0477,1,False,False,False,False,True,1.0,High
C11981,5,900.42,180.08,592,134,697,0.2149,1,True,False,False,False,False,0.9965,High
C11982,4,369.81,92.45,630,50,707,0.1695,0,False,False,False,False,True,0.005,Low
C11983,39,1634.12,41.9,706,328,711,1.6433,0,False,False,False,False,True,0.0002,Low
C11984,6,411.01,68.5,364,54,471,0.3814,1,False,False,False,False,True,0.9268,High
C11985,5,521.84,104.37,418,92,511,0.293,1,False,False,False,False,True,0.9263,High
C11986,17,2402.71,141.34,655,395,708,0.7193,0,False,False,False,False,True,0.0001,Low
C11987,17,2800.63,164.74,628,496,671,0.7589,0,False,False,False,False,True,0.001,Low
C11988,1,36.33,36.33,0,19,715,0.0419,1,False,False,False,False,True,1.0,High
C11989,2,147.65,73.82,15,34,609,0.0984,1,False,False,False,True,False,1.0,High
C11990,9,506.61,56.29,521,109,597,0.4515,0,False,False,False,False,True,0.0358,Low
C11991,10,1421.49,142.15,648,231,727,0.4121,0,False,False,False,False,True,0.0003,Low
C11992,7,1672.41,238.92,664,196,720,0.2913,0,False,False,False,True,False,0.0003,Low
C11993,12,1592.33,132.69,670,262,706,0.5092,0,False,False,False,False,True,0.0002,Low
C11994,3,373.13,124.38,330,63,615,0.1461,1,False,False,False,False,True,1.0,High
C11995,25,1446.57,57.86,541,257,712,1.0519,1,False,False,False,False,True,0.9981,High
C11996,2,70.16,35.08,308,11,719,0.0833,1,False,False,False,True,False,1.0,High
C11997,14,1889.36,134.95,627,318,632,0.6635,0,False,False,False,False,True,0.0002,Low
C11998,1,100.77,100.77,0,25,672,0.0446,1,False,False,False,False,True,1.0,High
C11999,1,81.87,81.87,0,20,705,0.0425,1,False,False,False,False,True,1.0,High
C12000,4,465.89,116.47,564,58,691,0.1734,1,False,False,False,False,True,0.9988,High
C12001,2,311.81,155.9,179,49,705,0.085,1,True,False,False,False,False,1.0,High
C12002,10,1358.55,135.85,650,257,729,0.411,0,False,False,False,False,True,0.0003,Low
C12003,1,6.24,6.24,0,2,713,0.042,1,False,False,False,False,True,1.0,High
C12004,8,697.6,87.2,655,92,704,0.3404,0,False,False,False,False,True,0.0002,Low
C12006,2,55.52,27.76,212,14,640,0.0936,1,False,False,False,False,True,1.0,High
C12007,6,382.78,63.8,453,54,555,0.3237,1,False,False,False,False,True,0.9897,High
C12008,24,3067.52,127.81,646,375,722,0.9959,0,False,False,False,True,False,0.0002,Low
C12009,3,425.81,141.94,528,94,681,0.132,1,False,False,False,False,True,0.9998,High
C12010,3,1103.92,367.97,459,34,608,0.1478,1,False,False,True,False,False,0.9994,High
C12011,14,1901.38,135.81,532,363,612,0.6852,0,True,False,False,False,False,0.0247,Low
C12012,4,214.22,53.56,263,38,448,0.2673,1,False,False,False,False,True,0.9882,High
C12013,9,1485.61,165.07,573,270,647,0.4167,0,True,False,False,False,False,0.0121,Low
C12014,3,221.63,73.88,495,43,717,0.1253,1,False,False,False,True,False,1.0,High
C12015,14,1508.25,107.73,597,214,648,0.6471,0,False,False,False,False,True,0.0014,Low
C12016,1,74.76,74.76,0,6,588,0.0509,1,False,False,False,False,True,1.0,High
C12017,10,1496.46,149.65,549,276,613,0.4886,0,False,False,False,False,True,0.0132,Low
C12018,9,465.82,51.76,646,89,720,0.3745,0,False,False,False,False,True,0.0004,Low
C12019,33,2347.32,71.13,686,368,721,1.3712,0,False,True,False,False,False,0.0002,Low
C12020,19,4265.98,224.53,670,586,695,0.819,0,False,False,True,False,False,0.0001,Low
C12021,2,315.15,157.57,215,53,344,0.1739,1,False,False,False,False,True,0.9993,High
C12022,8,1774.96,221.87,579,147,709,0.338,1,False,False,False,False,True,0.9993,High
C12024,45,6637.06,147.49,690,1029,726,1.8569,0,False,False,False,True,False,0.0002,Low
C12025,8,1023.57,127.95,513,221,727,0.3297,1,False,False,True,False,False,0.9999,High
C12026,14,859.82,61.42,606,201,687,0.6105,0,True,False,False,False,False,0.0233,Low
C12027,30,1952.1,65.07,626,271,707,1.2712,0,False,False,False,False,True,0.0074,Low
C12028,31,1643.96,53.03,655,307,721,1.2881,0,False,False,False,False,True,0.0003,Low
C12029,10,1321.78,132.18,597,156,706,0.4243,1,False,False,False,False,True,0.9957,High
C12030,6,540.06,90.01,656,112,656,0.274,0,False,True,False,False,False,0.0001,Low
C12031,3,587.18,195.73,247,101,347,0.2586,1,False,False,True,False,False,0.9811,High
C12032,3,590.39,196.8,455,50,679,0.1324,1,False,False,False,False,True,1.0,High
C12033,2,373.53,186.76,50,52,235,0.2542,1,False,False,False,False,True,0.9972,High
C12034,35,2929.8,83.71,719,454,720,1.4563,0,False,False,False,False,True,0.0002,Low
C12035,7,311.87,44.55,616,84,666,0.3148,0,False,False,False,True,False,0.0039,Low
C12036,1,173.12,173.12,0,25,722,0.0415,1,False,False,False,True,False,1.0,High
C12037,6,480.17,80.03,596,103,697,0.2579,1,False,False,True,False,False,0.9896,High
C12038,4,463.51,115.88,482,90,584,0.2051,1,False,False,False,False,True,0.9919,High
C12039,10,760.47,76.05,475,146,585,0.5119,1,False,False,False,False,True,0.9111,High
C12040,3,307.89,102.63,551,45,680,0.1322,1,True,False,False,False,False,0.9997,High
C12041,2,173.99,86.99,144,37,362,0.1653,1,False,False,False,True,False,0.9999,High
C12042,5,170.84,34.17,145,49,727,0.206,1,False,False,False,False,True,1.0,High
C12044,11,884.91,80.45,619,148,706,0.4668,0,False,True,False,False,False,0.0723,Low
C12045,32,3986.03,124.56,719,681,727,1.3187,0,False,False,False,False,True,0.0002,Low
C12046,4,473.92,118.48,335,64,428,0.2797,1,False,False,False,True,False,0.8921,High
C12048,50,5737.57,114.75,638,753,710,2.1097,0,False,False,False,False,True,0.0001,Low
C12049,11,1606.5,146.05,614,259,693,0.4755,0,False,False,True,False,False,0.0191,Low
C12050,27,2658.56,98.47,656,493,708,1.1425,0,False,False,False,True,False,0.0002,Low
C12051,11,1128.97,102.63,578,218,720,0.4577,1,False,False,False,True,False,0.9992,High
C12053,5,478.83,95.77,488,78,658,0.2276,1,False,False,False,False,True,0.9981,High
C12054,5,672.61,134.52,460,78,639,0.2344,1,False,False,False,False,True,0.9988,High
C12055,2,259.17,129.58,114,48,450,0.133,1,False,False,False,True,False,0.9998,High
C12056,24,4019.45,167.48,580,556,679,1.0588,1,False,False,True,False,False,0.9853,High
C12057,8,1372.63,171.58,507,211,703,0.3409,1,False,False,False,False,True,0.9996,High
C12058,8,852.53,106.57,614,167,715,0.3352,1,False,False,False,False,True,0.9963,High
C12060,1,275.35,275.35,0,44,700,0.0428,1,False,False,False,False,True,1.0,High
C12061,25,1346.15,53.85,705,235,729,1.0274,0,False,False,False,False,True,0.0003,Low
C12063,3,42.03,14.01,537,16,653,0.1376,1,False,False,False,False,True,0.9986,High
C12064,3,710.61,236.87,267,77,456,0.1969,1,False,False,False,False,True,0.9951,High
C12065,8,1090.42,136.3,587,141,717,0.3343,1,False,False,False,False,True,0.999,High
C12066,12,754.57,62.88,642,171,700,0.5136,0,False,False,False,True,False,0.0001,Low
C12067,12,1462.77,121.9,591,204,667,0.5389,0,False,False,False,False,True,0.0129,Low
C12068,23,2386.44,103.76,657,363,710,0.9705,0,False,False,False,False,True,0.0002,Low
C12069,11,1353.87,123.08,509,173,720,0.4577,1,False,False,False,False,True,0.9998,High
C12070,13,2074.54,159.58,653,314,716,0.5439,0,False,False,False,False,True,0.0002,Low
C12071,13,1174.78,90.37,699,243,717,0.5432,0,False,False,False,False,True,0.0002,Low
C12072,1,229.81,229.81,0,42,544,0.055,1,False,False,False,False,True,0.9999,High
C12073,16,1287.52,80.47,662,263,698,0.6867,0,False,False,False,False,True,0.0002,Low
C12074,29,3269.7,112.75,647,532,722,1.2033,0,False,False,False,False,True,0.0002,Low
C12077,2,173.42,86.71,26,17,215,0.2778,1,False,False,False,False,True,0.9991,High
C12079,4,411.87,102.97,385,41,687,0.1744,1,False,False,False,False,True,1.0,High
C12081,42,4604.23,109.62,717,834,717,1.7549,0,False,False,True,False,False,0.0001,Low
C12082,7,435.62,62.23,664,92,698,0.3004,0,False,False,False,False,True,0.0002,Low
C12083,2,414.7,207.35,53,45,225,0.2655,1,False,False,False,True,False,0.9962,High
C12084,11,2338.57,212.6,513,313,625,0.5272,1,True,False,False,False,False,0.9505,High
C12085,10,1169.21,116.92,659,254,707,0.4237,0,False,False,False,False,True,0.0002,Low
C12086,2,54.63,27.32,334,13,586,0.1022,1,True,False,False,False,False,0.9999,High
C12087,2,91.9,45.95,19,34,440,0.1361,1,False,False,False,False,True,0.9998,High
C12088,5,775.34,155.07,312,91,497,0.3012,1,False,False,False,False,True,0.991,High
C12089,31,3237.78,104.44,708,336,724,1.2828,0,False,False,False,False,True,0.0002,Low
C12091,4,272.09,68.02,527,37,627,0.1911,1,False,False,False,True,False,0.9948,High
C12092,8,777.64,97.21,443,94,627,0.3822,1,False,False,False,True,False,0.9976,High
C12093,4,974.91,243.73,330,128,548,0.2186,1,True,False,False,False,False,0.997,High
C12094,15,1317.54,87.84,557,130,723,0.6215,1,False,False,False,False,True,0.9995,High
C12095,9,1401.18,155.69,531,239,600,0.4493,0,False,False,False,True,False,0.0211,Low
C12096,1,181.58,181.58,0,39,715,0.0419,1,False,False,False,False,True,1.0,High
C12097,8,1709.82,213.73,446,295,712,0.3366,1,False,False,False,False,True,1.0,High
C12098,5,297.22,59.44,352,60,465,0.3219,1,False,False,False,False,True,0.935,High
C12099,1,3.97,3.97,0,1,724,0.0414,1,False,False,False,False,True,1.0,High
C12100,3,397.86,132.62,603,66,724,0.1241,1,False,False,True,False,False,0.9999,High
C12101,12,1555.42,129.62,617,269,690,0.521,0,False,False,False,True,False,0.0115,Low
C12102,32,2684.83,83.9,676,486,722,1.3278,0,False,False,False,False,True,0.0002,Low
C12103,32,3026.06,94.56,652,493,728,1.3169,0,False,False,False,False,True,0.0002,Low
C12104,4,279.7,69.93,557,43,653,0.1835,1,True,False,False,False,False,0.6688,High
C12105,14,917.22,65.52,678,205,707,0.5932,0,False,False,False,False,True,0.0002,Low
C12106,15,1592.38,106.16,620,267,682,0.6589,0,False,False,False,True,False,0.0028,Low
C12107,1,11.98,11.98,0,2,602,0.0498,1,False,False,False,True,False,1.0,High
C12108,4,184.65,46.16,391,66,654,0.1832,1,False,False,False,False,True,0.9998,High
C12109,15,1248.98,83.27,628,241,712,0.6311,0,False,False,False,False,True,0.0074,Low
C12110,6,769.82,128.3,445,122,611,0.2941,1,False,False,False,False,True,0.9974,High
C12111,3,195.49,65.16,579,51,704,0.1277,1,False,False,False,False,True,0.9996,High
C12112,30,4637.05,154.57,656,819,726,1.238,0,False,False,False,False,True,0.0002,Low
C12113,9,422.82,46.98,708,66,710,0.3797,0,False,False,False,False,True,0.0004,Low
C12114,1,122.78,122.78,0,26,724,0.0414,1,False,False,False,False,True,1.0,High
C12115,7,672.94,96.13,525,139,700,0.2996,1,False,False,False,False,True,0.9991,High
C12116,1,226.42,226.42,0,36,566,0.0529,1,False,False,True,False,False,0.9999,High
C12117,9,706.79,78.53,355,156,423,0.6368,0,False,True,False,False,False,0.0283,Low
